Order_ID,Order_Date,Customer_ID,Product,Category,Region,City,Quantity,Unit_Price,Sales,Discount_Percent,Cost_Per_Unit,Delivery_Cost,Return_Status,Payment_Method,Payment_Status,Order_Status
ORD101718,2025-12-01,CUST1582,Office Chair,Furniture,Central,Nagpur,1,9165.39,9165.39,15.0,7914.24,435.52,Yes,Debit Card,Paid,Returned
ORD100264,2025-01-08,CUST1478,Mixer,Home Appliances,South,Hyderabad,1,4779.77,4779.77,20.0,4131.9,484.84,No,UPI,Paid,Delivered
ORD105356,2025-11-02,CUST1488,Blender,Home Appliances,West,Ahmedabad,5,2752.88,13764.4,10.0,2115.86,85.0,No,Net Banking,Failed,Delivered
ORD105152,2026-05-02,CUST1717,Backpack,Accessories,Central,Indore,5,1540.41,7702.05,30.0,1159.36,275.35,No,Cash,Failed,Delivered
ORD103330,2026-01-13,CUST1743,Office Chair,Furniture,North,Lucknow,4,8515.38,34061.52,5.0,7166.14,47.28,Yes,UPI,Paid,Returned
ORD101832,2026-01-12,CUST1705,Mixer,Home Appliances,West,Mumbai,1,3685.41,3685.41,5.0,2856.51,323.92,No,Net Banking,Failed,Delivered
ORD104921,2025-10-24,CUST1449,Coffee Maker,Home Appliances,West,Ahmedabad,1,6284.46,6284.46,5.0,4245.07,355.59,Yes,Debit Card,Paid,Returned
ORD102393,2025-12-08,CUST1338,Shoes,Fashion,Central,Bhopal,2,3641.02,7282.04,15.0,2619.44,336.60,Yes,Credit Card,Paid,Returned
ORD103336,2025-08-23,CUST1584,Bookshelf,Furniture,West,Mumbai,2,7010.12,14020.24,15.0,5680.26,211.89,No,Cash,Paid,Cancelled
ORD102364,2025-03-18,CUST1792,Tablet,Electronics,East,Kolkata,4,22412.31,89649.24,30.0,14956.93,135.76,No,UPI,Paid,Delivered
ORD101683,2025-05-03,CUST1653,Blender,Home Appliances,South,Chennai,1,2601.31,2601.31,15.0,2045.62,,Yes,UPI,Paid,Returned
ORD103806,2026-04-06,CUST1367,Blender,Home Appliances,North,Delhi,2,2906.77,5813.54,0.0,2225.38,330.37,No,Net Banking,Paid,Delivered
ORD102350,2025-02-17,CUST1095,Jacket,Fashion,South,Bengaluru,1,5055.18,5055.18,30.0,3082.55,459.74,Yes,UPI,Pending,Returned
ORD103232,2026-05-25,CUST1130,Headphones,Electronics,Central,Nagpur,1,3906.22,3906.22,10.0,3214.37,241.34,No,UPI,Paid,Delivered
ORD100358,2026-01-20,CUST1761,Bookshelf,Furniture,South,Hyderabad,4,5750.62,23002.48,0.0,4476.07,250.65,No,Credit Card,Paid,Delivered
ORD102929,2026-06-14,CUST1221,Blender,Home Appliances,Central,Indore,1,3243.75,3243.75,10.0,2376.58,126.92,No,Debit Card,Paid,Delivered
ORD103521,2025-06-07,CUST1610,Blender,Home Appliances,North,Delhi,2,3327.02,6654.04,5.0,2334.41,349.16,No,UPI,Failed,Delivered
ORD105241,2026-07-03,CUST1049,Bookshelf,Furniture,East,Kolkata,3,5691.81,17075.43,25.0,3213.46,438.24,No,Debit Card,Paid,Delivered
ORD105199,2025-06-10,CUST1073,Bookshelf,Furniture,West,Pune,2,5749.06,11498.12,0.0,4001.7,235.7,Yes,Debit Card,Paid,Returned
ORD101174,2025-04-05,CUST1786,Office Chair,Furniture,North,Delhi,1,8532.11,8532.11,15.0,,364.53,No,Debit Card,Pending,Delivered
ORD101090,2026-05-24,CUST1292,Shoes,Fashion,South,Hyderabad,4,3061.24,12244.96,20.0,2329.77,345.33,No,Net Banking,Failed,Delivered
ORD102049,2025-04-12,CUST1338,Office Chair,Furniture,South,Hyderabad,1,8444.46,8444.46,0.0,4779.14,297.37,No,UPI,Paid,Delivered
ORD105010,2026-02-05,CUST1234,Coffee Maker,Home Appliances,Central,Nagpur,5,4746.12,23730.6,20.0,3438.5,420.43,No,UPI,Paid,Delivered
ORD100796,2026-02-13,CUST1032,Smartwatch,Electronics,East,Bhubaneswar,1,8020.3,8020.3,0.0,4491.57,367.87,Yes,Net Banking,Paid,Returned
ORD102731,2025-11-25,CUST1496,Smartphone,Electronics,East,Kolkata,4,29852.84,119411.36,20.0,20081.19,403.44,No,Net Banking,Pending,Cancelled
ORD100539,2025-09-16,CUST1716,Mixer,Home Appliances,South,Hyderabad,1,3938.23,3938.23,30.0,3343.66,65.5,No,UPI,Paid,Delivered
ORD103540,2025-04-15,CUST1690,Shoes,Fashion,East,Patna,2,3440.86,6881.72,25.0,2385.57,76.95,No,Cash,Paid,Delivered
ORD105520,2026-01-07,CUST1026,Bookshelf,Furniture,West,Ahmedabad,1,6196.36,6196.36,25.0,3957.16,382.13,No,Cash,Failed,Delivered
ORD105878,2026-04-23,CUST1353,Desk,electronics,East,Patna,2,11359.7,22719.4,0.0,8204.33,381.46,No, UPI ,Paid,Delivered
ORD101871,2026-06-14,CUST1719,Blender,Home Appliances,South,Bengaluru,2,2879.75,5759.5,5.0,2486.63,368.45,Yes,Credit Card,Paid,Returned
ORD103079,2025-01-06,CUST1669,Mixer,Home Appliances,North,Jaipur,1,3907.72,3907.72,15.0,3328.48,59.9,No,UPI,Failed,Delivered
ORD104565,2025-06-21,CUST1526,T-Shirt,Fashion,North,Delhi,5,949.66,4748.3,0.0,621.59,445.95,No,Cash,Paid,Delivered
ORD105409,2025-04-21,CUST1539,Coffee Maker,Home Appliances,South,Hyderabad,3,5341.05,16023.15,20.0,4461.32,184.6,No,Cash,Paid,Delivered
ORD100692,2026-01-17,CUST1601,Office Chair,Furniture,Central,Nagpur,5,7756.09,38780.45,25.0,4572.79,187.54,No,Debit Card,Paid,Cancelled
ORD101647,2026-01-30,CUST1091,Microwave,Home Appliances,West,Mumbai,3,11317.13,33951.39,25.0,7473.88,359.73,No,Credit Card,Paid,Delivered
ORD101617,2025-10-04,CUST1257,Mixer,Home Appliances,West,,1,4097.33,4097.33,15.0,3106.39,480.47,No,UPI,Failed,Delivered
ORD102376,2026-04-03,CUST1528,Desk,Furniture,South,Hyderabad,1,11339.14,11339.14,25.0,9774.67,181.45,yes,Net Banking,Paid,Delivered
ORD101285,2026-03-22,CUST1002,Tablet,Electronics,East,Patna,2,19389.19,38778.38,25.0,14791.67,296.44,No,Credit Card,Paid,Cancelled
ORD105841,2026-02-23,CUST1034,Coffee Maker,Home Appliances,South,Bengaluru,1,5216.07,5216.07,25.0,3043.95,148.68,Yes,Cash,Paid,Returned
ORD100658,2025-09-28,CUST1746,Blender,Home Appliances,South,Chennai,4,2929.65,11718.6,30.0,2425.88,206.6,No,UPI,Pending,Delivered
ORD104499,2025-09-14,CUST1575,Shoes,Fashion,West,Ahmedabad,1,3452.36,3452.36,15.0,2056.62,211.85,No,UPI,Failed,Delivered
ORD102392,2025-09-02,CUST1477,laptop,Electronics,West,Ahmedabad,1,3707.09,3707.09,5.0,2351.89,364.28,No,Debit Card,Pending,Cancelled
ORD101364,2026-01-28,CUST1261,Backpack,Accessories,North,Delhi,1,1643.26,1643.26,20.0,1375.6,383.28,No,Credit Card,Paid,Delivered
ORD103683,2025-05-21,CUST1749,Microwave,Home Appliances,West,Ahmedabad,1,10943.6,10943.6,10.0,9377.34,83.6,Yes,UPI,Paid,Returned
ORD101698,2025-02-09,CUST1766,Office Chair,Furniture,East,Kolkata,2,9154.65,18309.3,30.0,6372.95,77.85,No,Net Banking,Paid,Delivered
ORD105130,2025-10-25,CUST1740,Desk,Furniture,South,Hyderabad,4,11279.02,45116.08,5.0,7999.9,128.63,No,Net Banking,Failed,Delivered
ORD103592,2026-07-21,CUST1373,Laptop,Electronics,West,Pune,1,61469.89,61469.89,30.0,34506.69,372.73,Yes,Credit Card,Pending,Returned
ORD102137,2025-10-07,CUST1424,Coffee Maker,Home Appliances,West,Ahmedabad,1,4931.29,4931.29,20.0,4105.06,386.77,No,Net Banking,Paid,Delivered
ORD101317,2026-06-27,CUST1135,Office Chair,Furniture,North,Lucknow,2,7674.86,15349.72,30.0,4473.4,222.51,Yes,UPI,Failed,Returned
ORD105126,2026-06-26,CUST1714,Tablet,Electronics,North,Jaipur,2,24385.92,48771.84,25.0,20098.44,51.04,No,Credit Card,Paid,Delivered
ORD101065,2025-04-22,CUST1413,Backpack,Accessories,North,Delhi,1,1699.42,1699.42,,1017.88,392.42,Yes,UPI,Paid,Returned
ORD104802,2025-09-21,CUST1450,Headphones,Electronics,West,Mumbai,1,3591.33,3591.33,20.0,2179.12,169.02,Yes,Debit Card,Failed,Returned
ORD104661,2026-07-11,CUST1687,Desk,Furniture,South,Bengaluru,4,12291.3,49165.2,10.0,10679.6,160.13,No,Net Banking,Paid,Delivered
ORD100047,2026-04-06,CUST1732,T-Shirt,Fashion,West,Mumbai,2,1028.09,2056.18,10.0,802.31,286.6,No,Net Banking,Paid,Cancelled
 ORD101551 ,2025-06-22,CUST1004,Headphones,Electronics, WEST ,Indore,1,3162.87,3162.87,5.0,2664.79,178.94,No,Cash,Paid,Cancelled
ORD104273,2025-12-22,CUST1144,Blender,Home Appliances,East,Patna,5,2974.87,14874.35,30.0,2256.58,256.3,No,UPI,Paid,Delivered
ORD105166,2026-01-11,CUST1412,Office Chair,Furniture,North,Jaipur,1,9988.41,9988.41,30.0,6426.07,416.83,No,Debit Card,Paid,Delivered
ORD105827,2025-04-28,CUST1558,Tablet,Electronics,Central,Nagpur,4,21500.1,86000.4,20.0,15467.6,321.96,No,UPI,Paid,Delivered
ORD105952,2025-12-25,CUST1573,Coffee Maker,Home Appliances,East,Patna,2,5005.72,10011.44,0.0,4392.52,359.07,No,Credit Card,Paid,Delivered
ORD102549,2025-03-14,CUST1718,Jacket,Fashion,North,Delhi,5,4117.8,20589.0,5.0,2558.36,178.12,No,Credit Card,Paid,Delivered
ORD103652,2025-09-05,CUST1154,Smartwatch,Electronics,East,Bhubaneswar,2,7153.26,14306.52,10.0,5776.34,106.85,No,Debit Card,Failed,Cancelled
ORD103287,2025-04-02,CUST1667,Bookshelf,Furniture,Central,Bhopal,1,5713.94,5713.94,30.0,3809.63,271.81,No,Debit Card,Paid,Cancelled
ORD104415,2025-05-20,CUST1122,Mixer,Home Appliances,North,Lucknow,5,4121.96,20609.8,5.0,2438.9,381.67,No,Debit Card,Paid,Delivered
ORD105567,2025-04-16,CUST1434,Microwave,Home Appliances,North,Lucknow,4,9697.34,38789.36,30.0,7278.99,442.59,No,UPI,Paid,Cancelled
ORD100965,2025-12-21,CUST1236,Desk,Furniture,East,Patna,1,12653.49,12653.49,30.0,9107.71,368.19,No,Net Banking,Paid,Cancelled
ORD105031,2025-08-11,CUST1343,Desk,Furniture,North,Jaipur,2,11820.22,23640.44,25.0,10286.7,155.54,No,Cash,Paid,Delivered
ORD105228,2026-03-01,CUST1585,Smartwatch,Electronics,Central,Indore,3,6403.5,19210.5,15.0,5583.18,56.49,No,UPI,Paid,Delivered
ORD100130,2025-05-10,CUST1743,Tablet,Electronics,Central,Bhopal,1,20331.73,20331.73,15.0,13899.93,312.74,No,UPI,Paid,Cancelled
ORD100090,2025-12-29,CUST1705,Desk,Furniture,South,,2,13217.19,26434.38,20.0,8940.58,278.7,Yes,Net Banking,Pending,Returned
ORD103301,2025-02-19,CUST1798,Bookshelf,Furniture,East,Bhubaneswar,3,5692.43,17077.29,15.0,3154.43,171.05,Yes,UPI,Pending,Returned
ORD102316,2025-02-27,CUST1425,T-Shirt,Fashion,South,Hyderabad,2,790.24,1580.48,20.0,684.16,172.56,Yes,Cash,Failed,Returned
ORD103555,2026-04-07,CUST1625,Office Chair,Furniture,East,Kolkata,2,7905.89,15811.78,30.0,6404.24,183.85,No,Debit Card,Paid,Delivered
ORD102437,20/04/2026,CUST1174,Mixer,Home Appliances,Central,Indore,2,3654.13,7308.26,5.0,2304.62,110.09,Yes,Cash,Pending,Returned
ORD102695,2025-11-19,CUST1180,T-Shirt,Fashion,West,Pune,4,865.64,3462.56,25.0,542.5,448.97,No,Net Banking,Paid,Delivered
ORD102913,2026-02-25,CUST1557,Shoes,Fashion,North,Jaipur,2,3300.38,6600.76,25.0,2056.27,499.41,No, UPI ,Paid,Delivered
ORD100756,2025-09-06,CUST1279,Desk,Furniture,North,Delhi,1,10576.13,10576.13,25.0,6876.11,,No,Credit Card,Paid,Cancelled
ORD100518,2025-02-09,CUST1336,Smartwatch,Electronics,Central,Nagpur,1,6169.27,6169.27,20.0,4634.32,460.95,Yes,Debit Card,Paid,Returned
ORD103853,2025-06-11,CUST1297,Coffee Maker,Home Appliances,North,Delhi,3,5574.52,16723.56,25.0,3335.0,387.58,No,UPI,Paid,Delivered
ORD101381,2025-12-10,CUST1714,laptop,Fashion,South,Chennai,2,3108.92,6217.84,30.0,2124.88,59.3,No,Debit Card,Pending,Delivered
ORD100236,2026-05-09,CUST1701,Mixer,Home Appliances,North,Lucknow,1,4637.18,4637.18,10.0,3027.74,157.78,Yes,Credit Card,paid,Returned
ORD101785,2025-12-09,CUST1347,Mixer,Home Appliances,East,Patna,2,4245.83,8491.66,15.0,3720.3,390.27,Yes,UPI,Paid,Returned
ORD102035,2025-03-07,CUST1144,Smartphone,Electronics,South,Bengaluru,1,29911.69,29911.69,0.0,20254.26,298.63,No,Net Banking,Failed,Delivered
ORD105317,2025-12-29,CUST1443,Desk,Furniture,North,Lucknow,1,11984.58,11984.58,0.0,7566.21,405.7,No,Net Banking,Paid,Delivered
ORD103720,2025-07-05,CUST1241,Smartwatch,Electronics,East,Patna,2,7635.55,15271.1,15.0,5603.18,47.96,No,Net Banking,Failed,Delivered
ORD102379,2025-07-20,CUST1012,Bookshelf,Furniture,West,Mumbai,2,5968.75,11937.5,5.0,4406.49,444.28,No,Cash,Paid,Delivered
ORD105976,2026-03-01,CUST1384,Office Chair,Furniture,South,Hyderabad,1,10232.91,10232.91,25.0,8288.93,486.0,Yes,UPI,Failed,Returned
ORD105834,2026-02-21,CUST1428,Coffee Maker,Home Appliances,North,Jaipur,2,5680.37,11360.74,15.0,3211.15,163.68,No,Cash,Paid,Delivered
ORD100961,2025-01-02,CUST1233,Laptop,Home Appliances,South,Bengaluru,4,4425.47,17701.88,10.0,2782.01,442.56,No,Debit Card,Paid,Delivered
ORD105019,2025-03-10,CUST1083,Laptop,Electronics,South,Chennai,3,53149.45,159448.35,30.0,44654.06,198.87,No,Debit Card,Pending,Cancelled
ORD102698,2025-05-04,CUST1582,Desk,Furniture,Central,Bhopal,1,12154.31,12154.31,15.0,9917.43,167.02,No,Debit Card,Paid,Cancelled
ORD105299,2025-03-06,CUST1109,Blender,Home Appliances,East,Bhubaneswar,3,3350.27,10050.81,5.0,2872.5,381.47,No,Debit Card,Failed,Cancelled
ORD103006,2025-04-16,CUST1724,Headphones,Electronics,North,Delhi,1,3162.64,3162.64,0.0,2631.15,109.9,Yes,Net Banking,Failed,Returned
ORD101403,2025-07-04,CUST1205,Blender,Home Appliances,South,Chennai,2,2843.25,5686.5,15.0,1674.81,399.16,No,Net Banking,Pending,Delivered
 ORD103419 ,2026-03-08,CUST1579,Blender,Home Appliances,East,Kolkata,3,3310.59,9931.77,5.0,2292.83,299.65,No,UPI,Pending,Delivered
ORD105382,2026-02-08,CUST1389,Headphones,Electronics,West,Ahmedabad,4,3066.16,12264.64,5.0,1736.84,121.28,No,upi,Failed,Delivered
ORD101919,2026-06-12,CUST1064,Tablet,Electronics,East,Patna,5,23520.01,117600.05,15.0,15049.12,436.52,Yes,Cash,Pending,Returned
ORD105321,2025-08-24,CUST1137,Microwave,Home Appliances,West,Mumbai,1,12325.15,12325.15,10.0,9130.6,187.56,No,Cash,Pending,Delivered
ORD101040,2026-03-26,CUST1219,Office Chair,Furniture,Central,Nagpur,3,7781.09,23343.27,30.0,4513.48,62.6,No,Net Banking,Pending,Delivered
ORD102560,2026-04-18,CUST1108,Jacket,Fashion,East,Patna,3,5016.09,15048.27,5.0,3993.11,95.14,No,Cash,Failed,Delivered
ORD104990,2025-08-16,CUST1067,Smartwatch,Electronics,South,Chennai,1,7592.64,7592.64,30.0,6283.45,148.72,No,Net Banking,Paid,Delivered
ORD102571,2026-05-04,CUST1496,Shoes,Fashion,East,Patna,1,3013.91,3013.91,15.0,1976.14,342.67,No,Credit Card,Paid,Delivered
ORD101156,2026-01-03,CUST1051,Tablet,Electronics,West,Pune,4,20876.1,83504.4,25.0,16585.37,316.68,No,Debit Card,Pending,Delivered
ORD103100,2026-07-25,CUST1009,T-Shirt,Fashion,West,Ahmedabad,4,1008.44,4033.76,25.0,633.85,194.4,,Net Banking,Failed,Delivered
ORD102641,2025-11-19,CUST1591,Coffee Maker,Home Appliances,Central,Nagpur,2,5907.99,11815.98,30.0,4087.16,493.9,No,Debit Card,Pending,Delivered
ORD103815,2025-08-05,CUST1759,Shoes,Fashion,South,Chennai,2,2983.41,5966.82,20.0,2465.91,436.39,No,Debit Card,Pending,Delivered
ORD100776,2025-11-13,CUST1570,T-Shirt,Fashion,West,Mumbai,1,864.09,864.09,5.0,635.74,184.15,No,Credit Card,Failed,Delivered
ORD103013,2025-09-27,CUST1081,Smartphone,Electronics,West,,1,27101.99,27101.99,30.0,18730.35,390.06,No,Credit Card,Pending,Cancelled
ORD104482,2026-03-16,CUST1200,Bookshelf,Furniture,West,Ahmedabad,2,6335.0,12670.0,15.0,4245.75,65.42,No,Net Banking,Failed,Delivered
ORD100376,2025-01-30,CUST1045,Mixer,Home Appliances,West,Ahmedabad,1,3907.9,3907.9,15.0,2675.14,97.76,Yes,Credit Card,Failed,Returned
ORD102534,2025-04-15,CUST1488,Coffee Maker,Home Appliances,South,Chennai,1,5772.89,5772.89,15.0,4820.25,247.77,No,Credit Card,Paid,Delivered
ORD102589,2026-05-10,CUST1115,Blender,Home Appliances,North,Delhi,4,3328.15,13312.6,30.0,,179.26,No,Net Banking,Paid,Delivered
ORD104629,2026-03-09,CUST1407,Smartwatch,Electronics,North,Lucknow,5,6997.33,34986.65,5.0,5809.5,106.44,No,UPI,Failed,Delivered
ORD103901,2025-08-06,CUST1655,T-Shirt,Fashion,North,Delhi,5,880.05,4400.25,20.0,713.98,486.33,No,Credit Card,Failed,Delivered
ORD103631,2025-05-24,CUST1110,Office Chair,Furniture,East,Bhubaneswar,5,8608.41,43042.05,20.0,4993.99,128.5,No,Credit Card,Paid,Delivered
ORD105349,2025-02-27,CUST1721,Microwave,Home Appliances,South,Chennai,2,11215.38,22430.76,0.0,6349.85,141.24,No,UPI,Failed,Delivered
ORD101353,2025-02-01,CUST1493,Coffee Maker,Home Appliances,East,Bhubaneswar,4,6262.42,25049.68,30.0,5409.62,471.6,Yes,Debit Card,Paid,Returned
ORD101418,2025-02-03,CUST1088,Desk,Furniture,West,Pune,2,11011.81,22023.62,15.0,6158.26,468.62,No,UPI,Failed,Cancelled
ORD104117,2025-12-12,CUST1351,Laptop,Electronics,West,Pune,1,54586.18,54586.18,25.0,37316.8,480.56,No,Credit Card,Paid,Delivered
ORD102854,2026-02-16,CUST1178,Headphones,Electronics,North,Delhi,4,3223.36,12893.44,20.0,2265.12,479.02,Yes,Credit Card,Paid,Returned
ORD104041,2025-02-10,CUST1384,Microwave,Home Appliances,East,Bhubaneswar,5,10945.14,54725.7,25.0,8896.45,389.85,No,Debit Card,Pending,Delivered
ORD100750,2025-08-28,CUST1266,Bookshelf,Furniture,North,Jaipur,4,5745.62,22982.48,20.0,4269.78,205.3,No,UPI,Paid,Delivered
ORD100418,2025-09-10,CUST1126,Jacket,Fashion,East,Kolkata,1,4919.13,4919.13,15.0,3387.33,306.05,No,Net Banking,Paid,Delivered
ORD103156,2025-05-12,CUST1781,Office Chair,Furniture,South,Chennai,2,8794.8,17589.6,5.0,5106.59,365.18,Yes,Credit Card,Paid,Returned
ORD102100,2026-01-07,CUST1036,Office Chair,Furniture,East,Patna,1,8952.75,8952.75,20.0,7406.24,419.19,No,UPI,Paid,Delivered
ORD100275,2026-06-26,CUST1702,T-Shirt,Fashion,West,Mumbai,3,962.57,2887.71,15.0,765.08,430.28,No,UPI,Paid,Delivered
ORD104627,2025-01-14,CUST1376,Smartwatch,Electronics,West,Pune,1,7012.45,7012.45,20.0,5214.31,331.44,No,Cash,Paid,Delivered
ORD104978,2025-09-22,CUST1322,Bookshelf,Furniture,West,Pune,4,5583.44,22333.76,5.0,3761.22,335.03,No,Cash,Pending,Delivered
ORD104946,2025-12-27,CUST1370,Backpack,Accessories,Central,Indore,5,1793.43,8967.15,5.0,1056.04,366.25,No,Debit Card,Paid,Cancelled
ORD101590,2025-08-28,CUST1337,Jacket,Fashion,South,Chennai,5,4272.51,21362.55,10.0,3509.66,344.33,Yes,Credit Card,Pending,Returned
ORD103583,2026-06-24,CUST1045,Office Chair,Furniture,North,Delhi,2,9677.7,19355.4,0.0,8242.03,256.79,No,UPI,Paid,Delivered
ORD101563,2025-08-15,CUST1054,Bookshelf,Furniture,North,Delhi,3,6629.98,19889.94,10.0,4631.49,145.02,No,UPI,Paid,Delivered
ORD104600,2025-08-24,CUST1269,Office Chair,Furniture,West,Ahmedabad,2,8825.92,17651.84,5.0,7654.98,279.16,Yes,Debit Card,Paid,Returned
ORD102075,2025-12-22,CUST1538,Shoes,Fashion,East,Kolkata,3,2988.04,8964.12,10.0,2164.84,406.7,No,Debit Card,Failed,Cancelled
ORD100463,2026-06-13,CUST1073,Desk,Furniture,Central,Bhopal,5,10491.43,52457.15,0.0,6447.0,116.47,No,UPI,Failed,Delivered
ORD100328,2025-05-30,CUST1660,T-Shirt,Fashion,South,Bengaluru,3,1003.04,3009.12,5.0,741.21,167.43,No,Credit Card,Paid,Delivered
ORD104243,2026-03-11,CUST1077,Office Chair,Furniture,South,Hyderabad,3,9183.73,27551.19,15.0,7056.83,453.51,No,Net Banking,Paid,Delivered
ORD105194,2026-02-17,CUST1329,Smartwatch,Electronics,West,,3,6968.02,20904.06,30.0,3921.01,493.89,No,Net Banking,Failed,Delivered
ORD101424,2026-04-27,CUST1189,Bookshelf,Furniture,East,Patna,1,6794.51,6794.51,25.0,3798.61,165.9,No,UPI,Paid,Delivered
ORD103436,2025-05-18,CUST1556,Blender,Home Appliances,Central,Bhopal,4,2780.94,11123.76,25.0,2234.2,418.14,Yes,UPI,Paid,Returned
ORD104776,2025-07-29,CUST1639,Jacket,Fashion,Central,Bhopal,1,3954.35,3954.35,15.0,2712.15,122.22,No,Debit Card,Failed,Cancelled
ORD101526,2025-03-11,CUST1201,Shoes,Fashion,West,Ahmedabad,1,3509.72,3509.72,5.0,3047.45,319.83,No,Credit Card,Pending,Cancelled
ORD103983,2026-01-14,CUST1038,Jacket,Fashion,Central,Indore,4,4742.82,18971.28,5.0,3187.27,105.82,No,Credit Card,Pending,Delivered
ORD105271,2025-06-27,CUST1384,Microwave,Home Appliances,Central,Indore,2,9975.92,19951.84,0.0,8737.48,107.83,No,Cash,Paid,Cancelled
ORD105471,2025-06-17,CUST1236,Jacket,Fashion,Central,Bhopal,4,4269.85,"17,079.40",10.0,3250.35,319.74,No,Net Banking,Failed,Cancelled
ORD102545,2026-04-12,CUST1091,Microwave,Home Appliances,East,Bhubaneswar,2,12211.44,24422.88,10.0,8848.38,203.31,No,Net Banking,Pending,Delivered
ORD100362,2025-05-02,CUST1432,Desk,Furniture,West,Mumbai,4,12044.28,48177.12,30.0,10354.46,344.42,Yes,Net Banking,Paid,Returned
ORD100579,2025-12-30,CUST1130,Microwave,Home Appliances,East,Patna,2,11290.82,22581.64,10.0,7610.81,387.9,No,Cash,Pending,Delivered
ORD105571,2026-02-13,CUST1732,smartphone,Fashion,East,Kolkata,1,984.26,984.26,15.0,586.92,290.09,No,Credit Card,Paid,Delivered
ORD104088,2025-02-16,CUST1489,Smartwatch,Electronics,South,Chennai,1,7586.77,7586.77,0.0,5641.37,233.95,Yes,Credit Card,Failed,Returned
ORD104693,2025-12-19,CUST1303,Coffee Maker,Home Appliances,East,Bhubaneswar,1,6200.0,6200.0,30.0,3873.97,181.42,No,Debit Card,Pending,Cancelled
ORD102471,2025-01-26,CUST1187,Office Chair,Furniture,East,Bhubaneswar,5,8579.83,42899.15,30.0,6553.93,67.1,No,Net Banking,Pending,Delivered
ORD105151,2025-10-02,CUST1406,Mixer,Home Appliances,East,Bhubaneswar,1,4790.93,4790.93,30.0,3899.94,429.27,No,UPI,Paid,Cancelled
ORD104304,2025-10-21,CUST1345,Microwave,Home Appliances,North,Delhi,3,10979.82,32939.46,25.0,9281.9,372.88,No,Credit Card,Paid,Delivered
ORD101491,2025-02-09,CUST1625,Tablet,Electronics,North,Jaipur,5,25269.3,126346.5,25.0,18022.4,78.89,No,Cash,Pending,Delivered
ORD104629,2026-03-09,CUST1407,Smartwatch,Electronics,North,Lucknow,5,6997.33,34986.65,5.0,5809.5,106.44,No,UPI,Failed,Delivered
ORD105094,2025-01-25,CUST1052,Desk,Furniture,Central,Indore,4,10622.34,42489.36,15.0,6172.76,89.04,No,Debit Card,Paid,Delivered
ORD103914,2025-12-08,CUST1589,Microwave,Home Appliances,West,Pune,3,11162.66,33487.98,0.0,6586.36,350.03,No,Debit Card,Paid,Delivered
ORD100247,2025-08-23,CUST1013,Shoes,Fashion,South,Bengaluru,2,3092.14,6184.28,10.0,2562.15,350.89,Yes,UPI,Pending,Returned
ORD103374,2025-07-16,CUST1190,Jacket,Fashion,Central,Indore,3,3999.81,11999.43,0.0,2641.29,329.79,No,Cash,Paid,Delivered
ORD105964,2026-03-14,CUST1234,Headphones,Electronics,East,Bhubaneswar,1,3336.18,3336.18,15.0,2847.26,298.97,No,Credit Card,Pending,Delivered
ORD101447,2025-01-09,CUST1715,Tablet,Electronics,South,Chennai,1,20137.42,20137.42,10.0,16982.55,188.21,Yes,Debit Card,Paid,Returned
ORD104165,2025-02-03,CUST1098,Backpack,Accessories,Central,Bhopal,3,2005.01,6015.03,10.0,1174.19,467.59,No,Cash,Paid,Delivered
ORD104279,2025-07-02,CUST1059,Bookshelf,Furniture,East,Kolkata,5,5933.49,29667.45,10.0,4845.65,396.32,No,Cash,Paid,Delivered
ORD102263,2025-05-24,CUST1792,T-Shirt,Fashion,West,Ahmedabad,1,981.34,981.34,0.0,613.72,133.72,No,Cash,Paid,Cancelled
ORD103341,2025-08-10,CUST1580,Desk,Furniture,West,Pune,5,11985.04,59925.2,25.0,9138.02,154.68,No,Credit Card,Paid,Cancelled
ORD104239,2025-07-05,CUST1115,Office Chair,Furniture,Central,Indore,1,9316.3,9316.3,10.0,7078.01,94.43,No,Net Banking,Paid,Delivered
ORD105876,2025-01-25,CUST1031,Headphones,Electronics,East,Patna,1,3091.27,3091.27,20.0,1986.15,455.52,Yes,Credit Card,Paid,Returned
ORD103312,2026-02-15,CUST1528,Desk,Furniture,West,Indore,1,12930.69,12930.69,0.0,9593.0,174.0,No,Credit Card,Paid,Delivered
ORD104939,2025-10-12,CUST1067,Mixer,Home Appliances,Central,,1,3663.45,3663.45,30.0,2189.57,286.62,No,Debit Card,Paid,Delivered
ORD103263,2025-04-23,CUST1283,Tablet,Electronics,West,Pune,1,19663.33,19663.33,25.0,11769.57,360.81,No,UPI,Pending,Delivered
ORD100710,2025-01-12,CUST1746,Coffee Maker,Home Appliances,Central,Nagpur,2,4712.24,9424.48,30.0,3788.56,264.62,No,Debit Card,Pending,Delivered
ORD105998,2025-05-27,CUST1264,Headphones,Electronics,South,Hyderabad,4,3159.04,12636.16,5.0,2420.64,145.7,No,Net Banking,Paid,Delivered
ORD102718,2025-10-28,CUST1021,Jacket,Fashion,Central,Indore,2,4236.28,8472.56,25.0,2772.06,247.3,No,Cash,Paid,Delivered
ORD101626,2026-03-04,CUST1476,Smartwatch,Electronics,South,Chennai,1,6219.34,6219.34,0.0,4309.97,291.79,Yes,Net Banking,Paid,Returned
